41 0 8 #Rotation x y z
400.9 120.3 -306.0 #Center of root x y z
689 393 200 #Dimension of raw data set x y z
ObjectID X Y Z Timepoint Radius Precursors Color Lineage TrackID TrackColor TrackGroup Layer DivisionType
428 371.0776367188 102.1599121094 135 274 10 "{7, 21, 35, 81}" "RGBColor[0.247932, 0.383163, 0.813715]" 7 "{7, 1, 2, 2, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
428 369.0590820313 104.1784667969 133 300 10 "{7, 21, 35, 81}" "RGBColor[0.247932, 0.383163, 0.813715]" 7 "{7, 1, 2, 2, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
429 371.7504882813 99.4685058594 127 274 10 "{7, 21, 35, 81}" "RGBColor[0.370313, 0.662293, 0.630755]" 7 "{7, 1, 2, 2, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
429 373.7690429688 107.5427246094 123 300 10 "{7, 21, 35, 81}" "RGBColor[0.370313, 0.662293, 0.630755]" 7 "{7, 1, 2, 2, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
430 321.9594726563 105.5241699219 132 274 10 "{7, 22, 102, 103}" "RGBColor[0.815486, 0.705861, 0.253462]" 7 "{7, 2, 2, 1, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
430 320.6137695313 110.9069824219 131 300 10 "{7, 22, 102, 103}" "RGBColor[0.815486, 0.705861, 0.253462]" 7 "{7, 2, 2, 1, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
431 328.6879882813 112.2526855469 125 274 10 "{7, 22, 102, 103}" "RGBColor[0.88752, 0.614471, 0.223747]" 7 "{7, 2, 2, 1, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
431 331.3793945313 114.2712402344 123 300 10 "{7, 22, 102, 103}" "RGBColor[0.88752, 0.614471, 0.223747]" 7 "{7, 2, 2, 1, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
432 236.5073242188 124.3640136719 127 268 10 "{7, 22, 102, 104}" "RGBColor[0.253111, 0.221128, 0.765018]" 7 "{7, 2, 2, 2, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
432 261.4028320313 120.9997558594 130 300 10 "{7, 22, 102, 104}" "RGBColor[0.253111, 0.221128, 0.765018]" 7 "{7, 2, 2, 2, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
433 221.0317382813 125.7097167969 127 268 10 "{7, 22, 102, 104}" "RGBColor[0.251372, 0.224235, 0.768034]" 7 "{7, 2, 2, 2, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
433 169.8950195313 141.1853027344 128 300 10 "{7, 22, 102, 104}" "RGBColor[0.251372, 0.224235, 0.768034]" 7 "{7, 2, 2, 2, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
434 264.0942382813 106.8698730469 116 261 10 "{7, 22, 99, 101}" "RGBColor[0.284504, 0.165033, 0.710547]" 7 "{7, 2, 1, 2, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 -
434 272.1684570313 112.2526855469 112 300 10 "{7, 22, 99, 101}" "RGBColor[0.284504, 0.165033, 0.710547]" 7 "{7, 2, 1, 2, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 -
435 279.5698242188 118.3083496094 123 261 10 "{7, 22, 99, 101}" "RGBColor[0.76999, 0.727039, 0.271348]" 7 "{7, 2, 1, 2, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
435 285.6254882813 116.9626464844 122 300 10 "{7, 22, 99, 101}" "RGBColor[0.76999, 0.727039, 0.271348]" 7 "{7, 2, 1, 2, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
452 317.2495117188 97.4499511719 110 256 10 "{7, 22, 99, 100}" "RGBColor[0.559162, 0.736618, 0.40083]" 7 "{7, 2, 1, 1, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 -
452 320.6137695313 98.1228027344 106 300 10 "{7, 22, 99, 100}" "RGBColor[0.559162, 0.736618, 0.40083]" 7 "{7, 2, 1, 1, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 -
453 313.8852539063 108.8884277344 119 256 10 "{7, 22, 99, 100}" "RGBColor[0.387908, 0.673985, 0.604025]" 7 "{7, 2, 1, 1, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
453 314.5581054688 109.5612792969 117 300 10 "{7, 22, 99, 100}" "RGBColor[0.387908, 0.673985, 0.604025]" 7 "{7, 2, 1, 1, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
466 363.0034179688 90.7214355469 112 253 10 "{7, 21, 34, 95}" "RGBColor[0.446761, 0.707532, 0.52015]" 7 "{7, 1, 1, 1, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 -
466 360.9848632813 91.3942871094 107 300 10 "{7, 21, 34, 95}" "RGBColor[0.446761, 0.707532, 0.52015]" 7 "{7, 1, 1, 1, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 -
467 359.6391601563 98.1228027344 121 253 10 "{7, 21, 34, 95}" "RGBColor[0.250131, 0.237588, 0.773367]" 7 "{7, 1, 1, 1, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 -
467 356.9477539063 101.4870605469 118 300 10 "{7, 21, 34, 95}" "RGBColor[0.250131, 0.237588, 0.773367]" 7 "{7, 1, 1, 1, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 -
468 410.7758789063 102.8327636719 120 257 10 "{7, 21, 34, 96}" "RGBColor[0.254313, 0.21898, 0.762931]" 7 "{7, 1, 1, 2, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 -
468 410.1030273438 96.1042480469 118 300 10 "{7, 21, 34, 96}" "RGBColor[0.254313, 0.21898, 0.762931]" 7 "{7, 1, 1, 2, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 -
469 417.5043945313 92.7399902344 112 257 10 "{7, 21, 34, 96}" "RGBColor[0.807654, 0.711583, 0.256218]" 7 "{7, 1, 1, 2, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 -
469 420.8686523438 88.7028808594 107 300 10 "{7, 21, 34, 96}" "RGBColor[0.807654, 0.711583, 0.256218]" 7 "{7, 1, 1, 2, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 1 -
8 236.3951822917 175.2203776042 137 1 10 {} "RGBColor[0.719584, 0.739108, 0.292937]" 8 {8} "RGBColor[1., 0.547219, 0.4]" 6 0 -
8 233.8159179688 173.1457519531 138 8 10 {} "RGBColor[0.719584, 0.739108, 0.292937]" 8 {8} "RGBColor[1., 0.547219, 0.4]" 6 0 0
23 250.6372070313 175.8371582031 139 9 10 {8} "RGBColor[0.865659, 0.195951, 0.14347]" 8 "{8, 1}" "RGBColor[1., 0.547219, 0.4]" 6 0 -
23 286.9711914063 169.7814941406 140 139 10 {8} "RGBColor[0.865659, 0.195951, 0.14347]" 8 "{8, 1}" "RGBColor[1., 0.547219, 0.4]" 6 0 1
24 217.6674804688 177.8557128906 139 9 10 {8} "RGBColor[0.52121, 0.731061, 0.433893]" 8 "{8, 2}" "RGBColor[1., 0.547219, 0.4]" 6 0 -
24 153.41015625 187.3317057292 146 125 10 {8} "RGBColor[0.52121, 0.731061, 0.433893]" 8 "{8, 2}" "RGBColor[1., 0.547219, 0.4]" 6 0 0
36 287.6440429688 179.2014160156 140 140 10 "{8, 23}" "RGBColor[0.250552, 0.228978, 0.770393]" 8 "{8, 1, 1}" "RGBColor[1., 0.547219, 0.4]" 6 1 -
36 292.3540039063 188.2849121094 136 206 10 "{8, 23}" "RGBColor[0.250552, 0.228978, 0.770393]" 8 "{8, 1, 1}" "RGBColor[1., 0.547219, 0.4]" 6 1 0
37 279.5698242188 161.7072753906 144 140 10 "{8, 23}" "RGBColor[0.900974, 0.44176, 0.18962]" 8 "{8, 1, 2}" "RGBColor[1., 0.547219, 0.4]" 6 0 -
37 288.9897460938 169.4450683594 146 232 10 "{8, 23}" "RGBColor[0.900974, 0.44176, 0.18962]" 8 "{8, 1, 2}" "RGBColor[1., 0.547219, 0.4]" 6 0 0
38 165.521484375 186.4345703125 146 126 10 "{8, 24}" "RGBColor[0.640428, 0.743339, 0.338589]" 8 "{8, 2, 1}" "RGBColor[1., 0.547219, 0.4]" 6 0 -
38 210.9389648438 185.5935058594 144 272 10 "{8, 24}" "RGBColor[0.640428, 0.743339, 0.338589]" 8 "{8, 2, 1}" "RGBColor[1., 0.547219, 0.4]" 6 0 1
39 143.5416666667 190.4716796875 146 126 10 "{8, 24}" "RGBColor[0.453757, 0.709882, 0.511809]" 8 "{8, 2, 2}" "RGBColor[1., 0.547219, 0.4]" 6 0 -
39 69.6401367188 205.1062011719 154 300 10 "{8, 24}" "RGBColor[0.453757, 0.709882, 0.511809]" 8 "{8, 2, 2}" "RGBColor[1., 0.547219, 0.4]" 6 0 -
65 300.4282226563 185.5935058594 137 207 10 "{8, 23, 36}" "RGBColor[0.248133, 0.384302, 0.813592]" 8 "{8, 1, 1, 1}" "RGBColor[1., 0.547219, 0.4]" 6 1 -
65 321.2866210938 197.0319824219 134 277 10 "{8, 23, 36}" "RGBColor[0.248133, 0.384302, 0.813592]" 8 "{8, 1, 1, 1}" "RGBColor[1., 0.547219, 0.4]" 6 1 1
